question,answer,image_id
what is in front of the pillow,clothes,image81
what is the object close to the wall,whiteboard,image28
what is the object close to the wall above the stool,picture,image962
what color is the table,brown,image1364
how many sofas are there,3,image630
what is the object on the stool,lamp,image962
what is on the left side of the pink drawer,curtain,image530
what is on the right side of the wall,door,image484
what are the objects in the shelf,book,image51
what is the object close to the sink,faucet,image671
what is the object on the floor in front of the wall,sofa,image1083
what is the white object on the while wall,paper_rack,image10
what is the object right of the screen,cabinet,image911
what is the object on the floor right of the shelves,garbage_bin,image990
what is on the left side of the container,tissue_roll,image891
how many picture frames are the on the wall,5,image1413
what is on right side of the door way and on the left side of the armchair in frot of the wall,water_dispenser,image21
what colour is the sofa,red,image36
what is the object close to the wall above the sofa,picture,image50
what is in front of the window,bottle_of_liquid,image714
what are the objects on the bed,"pillow, blanket",image541
what is on the table,"keyboard, mouse, box",image555
what is in front of the cup,towel,image840
what is in front of the laptop,bottle_of_perfume,image57
what is on the right side of the exercise ball,chair,image427
what is the light brown object next to the bed,dresser,image56
how many towels are there,2,image872
how many brown round tables are there,2,image227
what is the colour of the carpet,"brown, purple, white",image463
what colors are the folding chairs,"green, yellow",image445
what is the object close to the tissue rod,tissue,image703
what is above the bathtub,window,image698
what is in front of the ornamental plant,cream_tube,image716
what is the white colour object on the table,tissue_roll,image604
what is the object close to the wall behind the table,cabinet,image146
how many pillows are there,2,image538
what is on the right side of the table,basket,image506
what is on the paper,pen,image453
what is on the right most side on the table,coffee_machine,image862
what is the round gray object,excercise_ball,image55
what is the object close to the floor,floor_mat,image784
what is the largest object on the table,ornamental_plant,image890
what is on the left side of the window,curtain,image706
what is the object on the bed,pillow,image1116
what is the largest object,chair,image59
what is the red object on the desk,pen_holder,image360
what are the objects on the floor in front of the door,"shoe, umbrella, bag",image150
how many curtains are there,2,image516
what is the object on the counter in the corner,microwave,image857
what is the largest object on the table,lamp,image986
what is the object on the floor left of the counter,toilet,image503
how many lamps are above the cash desk,2,image234
what is seen on the mirror reflection,curtain,image731
what is the object below the counter,cabinet,image833
what is the object on the table,lamp,image941
what is on the cable,cell_phone_charger,image525
what is the object below the counter left of the cabinet,dishwasher,image826
what is the object close to the towel rod,towel,image709
what is the object on the shelf,dvd_player,image646
what are the bottles kept on the spice rack,spice_bottle,image136
what is on the left side of the sink,shaver,image720
what is above the switch board,mirror,image657
what color is the shade of the table lamp close to the bookshelf,white,image181
what is the largest object,refridgerator,image125
what is on the right side of the fruits,bottle,image756
what is the largest object,refridgerator,image2
what color are the cabinets,brown,image764
what is the object on the floor close to the wall,cabinet,image1403
what is the white object in the candlestick,candle,image52
what is right side of the tap,cup,image46
what is on the floor on the left side of the wardrobe door,head_phone,image59
what color is the table fan on the floor on the right side of the wall,black,image832
how many objects are between the fire extinguisher and the white oven on the floor,3,image1
what is the colour of the sofa,red,image644
what color is the lamp shade on the cabinet,white,image612
how many plastic bottles are between the white fridge and the oven,5,image2
what is the object close to the counter,sink,image576
how many white chairs are there around the dinner table,8,image1428
what is the object close to the door,door_knob,image648
how many dark brown chairs are there,8,image1406
how many electrical appliances are on the cabinet,2,image205
what are the two long objects that are rested close to the table on the right side of the chair,wooden_planks,image6
how many blinds are visible,2,image27
how many chairs are there,2,image523
what is the largest object,bed,image1141
what is on the left side of the chair,table,image460
what is on the right side of the toy,table,image436
how many brown pillows are there on the bed,2,image58
what is largest object,television,image147
what is on the refrigerator,"paper, magnet",image852
what is the object on the floor in front of the table,bag,image1066
what is the largest object,sofa,image209
what is on the right side of the tap,"soap, bottle_of_hand_wash_liquid",image722
what are the objects on the sink,"toothbrush, toothbrush_holder, toothpaste, hand_sanitizer",image49
what is on the cupboard,"tea_kettle, decorative_plate",image443
what is around the table,chair,image544
what is beneath the cupboard,tissue_box,image806
what are the objects on the bed,"pillow, blanket",image1097
what is the object close to the wall above the toaster,microwave,image752
what is in front of the wall,board,image460
what is the object close to the wall,picture,image589
how many plum pillows are there on the brown carpet and next to the bed,1,image1063
what is in front of the switch board,bowl,image857
how many black swivel chairs are there around the brown table,6,image19
what is on the sofa,pillow,image599
what is the object close to the ceiling,light,image111
what is on the left side of the tissue box,container,image657
what is the object on the floor in front of the wall,table,image922
how many garbage bins are not blue in color,1,image8
what is on the left side of the stove,microwave,image770
what color is the dish washing sponge close to the sink,"green, yellow",image194
what color is the table below the printer but not below the tape dispenser or paper tray,brown,image16
what is the object on the side table,photo,image146
what is on the left side of the pink bag,toy_doll,image399
how many drawers are visible,3,image483
what color is the bedside lamp behind the bottle of water,black,image73
what is the object close to the cabinet,sink,image44
what is the object close to the floor,floor_mat,image752
what is on the left side of the salt shaker,electric_mixer,image770
what is on the left side of the monitor,printer,image754
what is the object close to the counter,stove,image867
what is beneath the hat,clothes,image94
what is in front of the liquid,towel,image702
what is on the right side of the door,water_cooler,image417
how many drawers are there,6,image749
what is the colour of the computer,black,image6
what are the objects on the table,books,image1227
how many sofas are there,2,image483
which decorative object is in this picture,vase,image434
what is the colour of the carton on the right side of the chair,blue,image401
what is object close to the counter in the middle,stove,image906
what is on the right side of the door,window,image630
what is on the right side of the toilet on the floor,magazine_holder,image678
what color is the ornamental plant in fornt of the fan coil but not close to sofa,red,image14
what is the largest wooden object in this picture,table,image822
what is hanging on the hangers on the right side of the room,backpack,image309
what color is the garbage bin,blue,image338
how many printers are there,2,image38
what is the object below the counter,dishwasher,image848
what is on the table,"bottle_of_liquid, perfume, cream",image497
what is on the right side of the wall,door,image636
what is left to the left most cpu,cables,image29
what is on the right side of the sink,curtain,image656
what is the object on the floor in front of the bed,jacket,image1039
what is the largest object on the table,lamp,image1021
what is the object close to the shelves,shoe,image1051
what are the objects on the table,"monitor, lamp, cup, cell_phone, paper",image585
what is the object on the floor in front of the screen,toilet,image744
how many tissue rolls are there,5,image704
how many racks are visible,4,image105
what is the object on the stool,lamp,image1133
what kind of gym equipment is on the right side of the sofa,treadmill,image1318
what is on the right side of the table,garbage_bin,image571
how many pillars are visible,4,image107
what is on the left side of the table,sofa,image639
what is the object on the bathtub,floor_mat,image744
how many beds are there,2,image1199
what is above the tap,mirror,image651
what is the object close to the wall left of the mirror,shoe_rack,image1051
what is behind the tap,mirror,image700
what is the object close to the wall,faucet,image686
how many people are there,2,image395
how many chairs are around the conference table in this picture,5,image271
what is the object close to the wall above the sink,window,image561
how many books shelves are there,3,image52
how many monitors are on the counter,3,image635
what is on the left side of the bottle of liquid,towel,image858
what are objects on the shelves,cup,image97
what is the object below the counter,cabinet,image699
how many chairs are there,2,image608
what is on the right side of the window,table,image548
what is on the shelf,"paper, book",image634
what is on the right side of the sofa,lamp,image546
what is the colour of the mat,red,image687
how many objects are there on the wall,1,image1414
what is the largest object on the wall,television,image642
what is on the left side of the bed,night_stand,image76
what is on the stool,books,image478
what is hung on the right side wall,picture,image15
what is in front of the wall,machine,image449
how many framed pictures are on the wall,2,image78
what is the object on the floor left of the bed,cabinet,image940
what is the object on the stove,vessel,image907
how any chairs are there,3,image373
what is on the plastic box,tissue_box,image710
what is the colour of the tiles,pink,image673
what is on the right side of the sink,bottle_of_liquid,image702
what is the object in front of the wall,table,image55
how many chairs are there,3,image815
how many black telephones are there on the light brown table,1,image23
what is the object behind the cot and the table,room_divider,image64
what is the object left of the chair on the floor,excercise_ball,image55
how many windows are there,2,image920
what is the object below the counter,cabinet,image905
what is on the table,"microwave, bottle, fruit, paper",image591
how many cpu are there,2,image29
what is on the right side of the crib,comforter,image398
what is in between the sofa and foosball table,toy_chair,image424
what is the color of the rack placed above the table,white,image10
what are the objects on the shelf,"sponge, bottle_of_liquid",image662
what is in between the air conditioner and the rack,cables,image77
how many four leg objects are in this picture,4,image478
which objects are around the sink,"hair_brush, bottle_of_hand_wash_liquid, toothbrush_holder, toothbrush, faucet, faucet_handle",image195
what is the object on the floor in front of the air vent,bathtub,image509
what is the object close to the counter,stove,image776
how many towels are there,2,image709
what is on the wall,wall_decoration,image587
what are the objects on the bed,"pillow, blanket, bed_sheets",image1060
how many pillows are there on the bed,1,image927
what is the object on the chair,bag,image811
what is on the top of the bookshelf below the frame,box,image207
what is the object above the stove close to the wall,microwave,image136
what is the colour of the towels,"red, blue",image435
what is the object on the counter close to the box,coffee_machine,image872
what is the object on the floor right of the table,box,image643
what is the object close to the wall,ladder,image18
what is on the chair,bag,image810
what is the largest object,refridgerator,image843
what is on the right side of the fan,window,image647
how many frames are there on the wall,1,image888
what is above the tap,blinds,image771
what is the object kept on the floor close to the shelves,stool,image102
what is the object close to the wall above the sink,mirror,image499
what is the brown object on the bed,blanket,image1098
what is the object on the table in the pot,plant,image793
what is on the left side of the sink,"razor, toothpaste",image511
what colors are the carpet under the coffee table,"black, brown, white, gray, pink",image462
what is on the left side of the container,bottle_of_hand_wash_liquid,image774
what is the object on the floor in front of the wall,cabinet,image920
how many wall pictures are there close to the wall,3,image471
how many bottles are there,3,image787
what is in the second last column from the left in the last row of the shelf,bottle,image578
what is on the right side of the door,books,image639
what is below the rolled blanket,carton,image181
what is the object on the rolled exercise mat,ball,image966
how many pillars are visible,2,image111
what is the largest object on the floor,sofa,image644
what is on the right side of the oven,door,image791
what is the object close to the wall,picture,image1093
what is above the projector screen,ceiling,image27
what is under the pan,oven,image2
what is the object on the floor in front of the dustbin,toilet,image730
what is the object above the sink,mirror,image651
what color is the column in the middle of the store,brown,image223
what is on the handle,towel,image766
what is the largest object in the image139 on the counter,microwave,image139
what is right side of the laptop,book,image54
what is the object close to the wall,whiteboard,image41
what is the largest object is in front of the mirror,ornamental_plant,image735
how many red armchairs are there,1,image35
what is on the left side of the curtains,window,image533
what is on the left most side on the table,monitor,image634
what is the green object in the right side of the brown door,curtain,image927
what are the two largest black objects in this picture,"bookshelf, treadmill",image1082
how many beds are there,1,image522
what is on the left side of the sink,bottle_of_liquid,image762
what is behind the dog,refridgerator,image784
what is object placed on left of the table,telephone,image3
what is the object on the table,flower_pot,image805
what is hung on the left most side of the rack,jacket,image72
how many frames are on the wall close to the window,6,image422
what is the colour of the carpet,gray,image15
how many bottles of liquid are there near the sink,5,image2
what are the objects on the table,"cleaner, monitor, dvd_player",image63
how many side chairs are on the right side of the dining table in front of the window,4,image1404
what color is the rocking chair,brown,image1106
what is on the right side of the sink,tissue_roll,image412
what is in the container on the floor,stick,image496
what is the object right of the window screen,hockey_stick,image80
how many shelves are visible,4,image480
what is beneath the table,stool,image756
what is the colour of the sofa,brown,image424
what is the object right of the table in the middle of the room,room_divider,image30
what is behind the plants,window,image459
what is the object close to the ceiling,spot_light,image28
what is the colour of the cup,yellow,image845
how many knobs are visible,4,image686
what is behind the cartons,doll_house,image399
what is in between the toilet and cupboard,tissue_roll,image47
what is on the right side of the book rack,garbage_bin,image646
what is the object close to the towel rod,towel,image667
what is on the right side of the chair,bag,image864
what is the object close to the wall right of the counter,dishwasher,image884
what color is the frame on the wall above the desk,black,image77
what is the object on the side room divider wall,sponge,image662
what is the object on the table in front of the wall,lamp,image1027
what is behind the tap,wooden_plank,image777
what is the blue object on the floor close to the floor,garbage_bin,image123
what is the object that is built close to the floor giving doorway to walk,"door, door_way_arch",image18
what are behind the armchairs on the left and right sides of the television,lamp,image1232
what is on the left side of the bathing area,door,image681
what is the object close to the counter,stove,image785
what is hung on the wall,clock,image88
what is the object close to the counter,sink,image738
what are the objects on the bed,"pillow, blanket, clothes",image76
what is the object on the floor in front of the wall,sofa,image1326
what color are the candles in the candlesticks,red,image590
what is on the right side of the container,cooking_pan,image867
what is the green object in the mirror reflection,basket,image515
what is on the right side of the stove,ornamental_plant,image796
what is beneath the blinds,towel,image676
what is in between the ornamental plants,tissue_box,image461
what is beneath the table,cables,image633
what is on the sofa,pillow,image486
what are the objects on the floor,"bag, garbage_bin, shoe, clothes, bottle",image61
what is the colour of the curtain,white,image650
what is the object on the floor in front of the window,piano,image980
how many framed pictures are there,2,image44
what is the object close to the wall,whiteboard,image630
what is on the left most side on the table,clock,image453
what is the colour of the paper that is stuck on the left most side of the wall,black,image113
what are the objects on the shelves,books,image646
how many chairs are there,4,image5
how many chairs are there,1,image53
what is the colour of the towel seen in the reflection of the mirror,pink,image691
what is the name of the small appliance on the cabinet and on the left side of the pot,toaster_oven,image145
what is the object close to the cabinet,"sink, faucet",image509
what is between the two armchairs,bookshelf,image1216
what is on the right side of the tap,kitchen_utensils,image774
what is the object on the shelves,towel,image669
what is the object close to the wall,wall_decoration,image77
what is the colour of the comforter,"green, blue, gray",image518
what is the object close to the wall left of the window,picture,image1127
what is behind the monitor,picture,image388
what are the objects close to the wall,"scarf, switchbox",image125
what is the largest object,table,image19
how many light brown desks are there in front of the white wall and behind the dark brown chair,1,image1173
what are the things on the night stand,"bottle_of_perfume, papers",image64
what are the objects that are stacked on the counter,"file_container, file_stand, file_holder",image13
what is the object stuck close to the refrigerator door,magnet,image126
what is on the table,clothes,image405
what is on the left side of the blue basket,paper,image411
what is the violet object next to the faucet,bottle_of_soap,image48
what are the objects close to the wall,wall_decoration,image117
what is on the right side of the box,towel,image697
what is the object on the floor surrounded by sofas,table,image1429
what are the objects that are wired close to the ceiling,spot_light,image5
what is on the right side of the comforter,chart_roll,image402
what is the colour of the curtain,green,image61
what is the object close to the door,door_knob,image922
what is the object close to the refrigerator,magnet,image575
how many black chairs are there,2,image470
what is the object to which the round clock is hung on,wall,image8
what is behind the table,chair,image384
what is on the table,"carton, basket",image496
what is in front of the tooth brush cup,toothpaste,image49
what is on the left side of the stove,can,image760
what is the colour of the monitors,black,image112
what is in the corner of the wall on the left side of the bookshelf,hockey_stick,image80
what is the largest object,piano,image478
what are the colors of the garbage bins,"black, gray",image1
what is object on the floor left side of the cabinet,toilet,image45
what is the object close to the wall,door,image635
what is the object under the bottle,water_cooler,image32
what is the colour of the wall,brown,image707
what is on the sofa,"pillow, comforter",image644
what is in the basket on the right side of the toilet,magazine,image506
what is behind the stove,container,image854
how many drawers are there,3,image760
what is the object close to the wall in the corner on the floor,soft_toy,image67
how many chairs are there,6,image781
what are the dark brown objects in this picture,"piano, piano_bench",image1387
what is on the floor,"machine, cables",image584
what are the colours identifiable on the whiteboard,"blue, black, green",image42
what is the object on the floor right of the stool,garbage_bin,image1068
what is on the right side of the bed,clothes,image531
what is on the right side of the table,blinds,image441
what is in front of the book rack,plastic_box,image555
what is on the right side of the bottle,monitor,image633
what is behind the ornamental plant,oven,image789
what is the object on the table,photo,image913
what is object kept on the stove,aluminium_foil,image136
what is on the left side of the sofa,carton,image618
what is the largest object,table,image1368
what is on the cardboard box,telephone,image3
what is on the wall,picture,image58
what color is the swivel chair,red,image33
how many drawers are there,4,image448
what is the object on the floor behind the table,room_divider,image22
what is on the white and brown table,bottle_of_liquid,image9
what is in front of the wall on the right most side,refridgerator,image417
whats is the object close to the ceiling,light,image114
what color is the bathrobe on the clothing drying rack,black,image517
how many red objects are there,1,image115
what is the largest object,trolley,image119
what is the largest object,sofa,image1224
what is on the right side of the woman,printer,image395
what is behind the chair,window,image589
what is on the left side of the wardrobe door below the cushions,window_seat,image1179
what is the colorful object on the arm of the beige couch,blanket,image51
how many drawers does the night stand have,2,image525
what are the colours that are predominant,"brown, red, black",image87
how many plants are there on the floor,3,image457
how man chairs are there,6,image888
what is on the flush tank,"bottle_of_liquid, cream",image650
what is left of the copying machine,garbage_bin,image35
what is on the left side of the salt shaker,plastic_box,image810
what is the object close to the wall above the counter,microwave,image872
what is the largest black object on the floor,chair,image621
what color is the couch,brown,image50
what is on the left side of the lamp,sofa,image588
what is is front of the stool,container,image423
what is on the left side of the book rack,table,image626
how many green objects are there,1,image8
what is on the right side of the sink,towel,image717
how many chairs are there,7,image1382
what is in front of the mirror,"bottle_of_soap, bottle_of_liquid",image575
what is in front of the table,chair,image455
how many picture frames are there on the wall,3,image1017
what is on the table,tissue_roll,image597
what are the objects close to the wall,"spice_rack, spice_bottle",image135
what is the largest object,bed,image1162
what in on the right side of the table,lamp,image526
what is on the right side of the bag,stove,image802
what are the objects in the shelves,books,image519
what is the object on the wall behind the table,poster_board,image628
what is the colour of the shirt the person is wearing,white,image470
what are the objects on the bed,"blanket, pillow",image540
what is on the left side of the oven,microwave,image789
how many white monitors are on the desk,1,image389
how many red objects are visible,5,image18
what is on the left most side,shelves,image94
what are the objects on the floor,"bag, shoe, garbage_bin, bag, box",image61
what is the object on the floor in front of the wall,water_dispenser,image21
what is the color of the stand next to the fax machine,blue,image11
what is the object close to the wall,wall_decoration,image467
how many red chairs are there,5,image27
what is the colour of the comforter,"red, black",image521
what is on the table,"paper, tissue_box",image391
what is in front of the window,carton,image800
what is the object below the counter,cabinet,image862
what is on the right side of the sink,bottle_of_liquid,image743
how many knobs are there on the stove,4,image867
what are the objects on the counter,"printer, monitor, laptop, paper_holder, file",image471
what is the cobalt object on the floor and next to the table,garbage_bin,image22
what is the object close to the wall,picture,image1022
what is left side of the exercise ball,lamp,image55
what is in the dishwasher,plate,image826
what is on the right side of the books,calculator,image83
what is the object close to the wall above the table,television,image913
what are the colours of the stool,"black, gray",image105
what is on the left side of the bottle of liquid,ornamental_plant,image825
what is in front of the monitor,keyboard,image609
what is on the right side of the books,door,image419
how many toilet papers are there,5,image704
what is on the right side of the ornamental plant,table,image457
what is the object on the floor in front of the wall,bathtub,image509
what is beneath the table,chair,image670
what are the colours of the clothes,"white, blue, black, pink, green",image115
what is the object on the floor in front of the wall,cabinet,image1043
what are the black objects in the room,"dresser, television, sofa",image970
how many stools are there,2,image105
what is on the left most side on the table,"file, file_holder",image615
what is on the right side of the bottle of liquid,tissue,image416
what is on the left side of the cooker,key,image786
what is on the left side of the tap,bottle_of_hand_wash_liquid,image505
how many candlesticks are on the shelf of the fireplace,2,image1380
what is running above the wall clock,cables,image21
what is the brown leather object on the right side of the bookshelf,chair,image384
what is the largest red object,sofa,image1250
what is the largest object on the floor,toilet,image497
what is the object on the floor right of the bed,garbage_bin,image928
what is the object close to the counter,sink,image721
what is the object in front of the table,chair,image4
what is diagonally placed in front of the ladder,table,image18
how many pictures are above the dark brown couch on the right side of the bookshelf,2,image51
what are the objects close to the counter,"sink, faucet",image695
what is beneath the stove,drawer,image845
what is on the left side of the shaver,cream,image505
what is the object on the table,bottle,image812
what color is the basketball hoop above the computer chair,"red, white",image59
what is the colour of the liquid,red,image859
what is on the left most side on the table,printer,image828
what color is the cloth hanging on the door handle,blue,image1003
what is on the stove,tea_kettle,image749
what is on the left side of the towels,curtain,image709
what is on the right side of the drawer,garbage_bin,image635
what is the object on the floor in front of the counter,chair,image880
what is the object on the counter in the corner,hot_water_heater,image800
what is the largest object in this picture,washing_machine,image1
what is on the left most side on night stand,lamp,image81
what is on the ceiling,pipe,image107
what is the big object on the big dark brown dresser,television,image1193
how many navy bins are there,2,image28
what is behind the pen cup,paper_holder,image556
what is the mat on the table,desk_mat,image550
what is the largest object that is placed on the table,laptop,image4
what is behind the wooden stool,carton,image393
what is between the magazines and the door,toilet,image506
what is on the table,paper,image531
how many tables are there,2,image523
what is on the right side of the papers,monitor,image637
what is the largest object,sofa,image1241
what is the object on the floor right of the counter,refridgerator,image775
what color is the table,black,image1273
what are the connecting objects between the spot light that are close to the wall,wire,image7
what is the object behind the screen,bathtub,image649
what color is the sofa,brown,image1311
what is behind the chair,door,image761
what is beneath the table on the left side of the cpu,cables,image554
what is the object on the bed,blanket,image1105
what is on the right side of the poster board,ornamental_plant,image628
what is on the right side of the toy doll,bottle,image633
what is beneath the letter stand,garbage_bin,image53
what is on the left side of the bed and the belt,wardrobe,image1050
how many pictures are above the clock on the white second right cabinet,2,image13
what is the object close to the towel rod,towel,image657
how many pink cubes are on the top of the night stand on the left side of the bed,1,image1163
what is there in front of the screen,chair,image8
what is beneath the books,tissue_roll,image701
what is on the table,"books, paper",image372
what is the object on the floor in front of the desk,chair,image528
what is on the right side of the monitor,dvd_player,image612
what are objects on the shelves,books,image84
what is the small white object next to the toilet,toilet_paper,image47
what color are the bookshelves,brown,image87
what is the colour of the cloth bag,pink,image69
how many lamps are there,2,image519
what is the colour that is dominating on the poster board,yellow,image37
what is behind the chair,window,image888
what is on the left most side on the table,microwave,image559
what is the big object behind the big black table,fireplace,image1313
what is the object close to the wall above the bathtub,soap,image692
what is the blue object below the foosball table on the left side of the sofa,baby_chair,image424
what is the toy on the shelf,soft_toy,image634
what is the object close to the sink,faucet,image860
what are the white objects on the mattress,"blanket, pillow",image73
what is on the right side of the pool table,bag,image428
what is beneath the wall decorative item,water_cooler,image411
what is in front of the ornamental plant,dog,image900
what is on the ride side of the door,shirts_in_hanger,image59
how many pictures are there close to the wall,3,image1440
what is the object close to the wall,picture,image1052
what is the dish on the oven made of,aluminium_foil,image136
what is the object that is right of the black garbage bin and left of the gray garbage bin,chair,image1
what is the largest black object,monitor,image63
what is on the left side of the black equipment,tissue_roll,image838
how many towels are hanging on the towel rods,3,image675
what is on the right side of the clothes,door,image678
what color is the lamp shade on the desk,red,image308
what is on the blue object,toy,image436
what is on the left side of the bowl,oven,image849
what is the object on the floor close to the cabinet,basket,image543
how many black objects are there,2,image59
what is above the ornamental plant,bottle,image902
what is the obejct below the window close to the wall,heater,image80
what is the large black object next to the brown door,sofa,image43
what is the object on the table,soft_toy,image975
what is the largest object,table,image26
what is on the right and left and in front of the papers on the desk,notebook,image4
how many cartons have a sticker on them,3,image106
what is on the left side of the picture,window,image802
what is the largest object,sofa,image1083
what is leaning against the left rack,ladder,image86
what is behind the tap,jug,image840
how many beds are there,2,image1127
what is the black rectangular object on the mattress,remote_control,image183
what is on the table,"tissue_box, remote_control",image419
what is the large white object next to the white wall on the small table,printer,image24
what color is the lamp shade base on the night stand on the left side of the bed,red,image982
what is in front of the wall,stool,image440
what is the object on the floor left of the table,bed,image528
what is the object behind the sink,room_divider,image49
what is on the wall,picture,image442
how many drawers are there,4,image782
what are the objects on the hangers,jacket,image116
what is on the right side of the chair,ornamental_plant,image900
what is the biggest object,bed,image914
what is in front of the window,ornamental_plant,image873
what is on the left side of the microwave,towel,image827
what is on the table,"cup, water_dispenser",image850
how many black chairs are there,6,image19
what is the below the blackboard on the table,plant,image122
what is beneath the curtains,blinds,image593
what is the largest object,cabinet,image45
what is on the right side of the tissue roll,bowl,image870
which object is made of glass and wood in this picture,display_case,image93
what is on the right most side on the table beneath the picture,printer,image614
what is the object on the floor in front of the middle table,garbage_bag,image906
what is on the wall,window,image539
how many chairs are visible,2,image387
what is behind the black box on the table,perfume,image27
what is behind the bed,blinds,image534
what is in front of the window,ornamental_plant,image736
what is on the night stand,tissue_box,image56
what is the toy on the table,soft_toy,image971
what are the small objects below the whiteboard,"whiteboard_eraser, whiteboard_marker",image33
how many objects are there on the wall,2,image54
what is beneath the pictures,sofa,image374
how many layers does the file holder on the desk have,3,image210
what is the colour of the door,blue,image578
what is on the right side of the towel,curtain,image654
what is the object on top of the shelf frame,cup,image97
how many doors are open,1,image485
what is on the right side of the kitchen utensils,tissue_roll,image813
what is the colour of the refrigerator,gray,image824
what is on the left side of the blinds,door,image594
how many cabinets are there,2,image530
what is on the left side of the books,monitor,image377
what is behind the tap,blinds,image762
what is the object stuck close to the door,sheet,image5
what is the object close to the wall,picture,image1019
what is the object in front window,lamp,image516
what is on the right side of the framed picture,paper_holder,image371
what is the object close to the sink,faucet,image848
what is on the right side of the monitor,keyboard,image621
what is on the right side rack,bottle,image102
what is in front of the bottle,plate,image778
what is in the shelves,book,image519
what is the object close to the wall,picture,image843
what is on the left side of the bin,table,image497
what is in front of the table,chair,image880
how many frames are on the wall above the lamp shade and the armchair,3,image588
how many colors do the armchairs and their cushions have,2,image237
what is on the wall,picture,image422
what is on the shelf,decorative_item,image613
what is the object on the side rack,plant,image626
what is behind the chair,blinds,image828
what is on the right side of the tap,book,image902
how many beds are there,2,image1127
what is the object on the floor left of the counter,toilet,image738
how many pairs of shoes are there around the bed,2,image60
which wall mounted objects are on the left side of the toilet,"towel_rod, toilet_paper_holder",image705
what is the object on the table,plant,image658
what is the object on the floor in front of the counter,garbage_bin,image568
how many cables are there,3,image40
how many picture frames are there on the table,3,image383
what is the red object on the dresser,deoderant,image82
what is the largest object,counter,image780
what are kept on the floor on the left side of the cabinet,bag,image68
how many posters are there on the poster board,4,image9
what is the object on the towel rod,towel,image723
what is the object close to the wall behind the counter,window,image614
what is the round object on the top left side of the gray cork board,clock,image37
what is on the left side of the chair,excercise_equipment,image429
what is on the left side of the toilet,garbage_bin,image680
how many doors are open,1,image3
how many pictures are there on the wall,4,image396
what is in front of the fireplace behind the leather chair,book,image1323
what is diagonally opposite to the piano,sofa,image479
what is the object above counter close to the wall,mirror,image720
what is on the top of the oven,"cutting_board, pot",image145
what is behind the cup,bottle_of_soap,image46
what is the object on the blue box,bag,image1068
what is on the right side of the sink,lamp,image719
what is the largest object,sofa,image1269
what is on the chair,pillow,image761
how many sinks are there,2,image661
what is on right side of the papers,business_cards,image392
what color are the blinds,white,image156
what is on the left side of the table,chair,image458
what is the object on the counter in the corner,electric_mixer,image566
how many black bags are there,1,image634
what is the object on the floor in front of the wall,cabinet,image540
what is beneath the machines,table,image449
what is the object on the floor in front of the room divider,stool,image833
what is on the left side of the chairs,drawer,image828
what is the colour of the books,"pink, red, green, yellow, blue",image623
what is the object on the table,clock,image923
what is the tallest object on the floor left of the bed,lamp,image537
what is on the table,"paper, book, pen_cup",image888
what is on the left most edge of the table,bottle_of_liquid,image66
how many bottles of liquid are there,3,image513
what is the object close to the wall,photo,image472
what is on the floor on the left side of the green chair,plastic_box,image445
what is on the left side of the piano,sofa,image479
what are the objects kept in front of the wall on the table,"coffee_pot, cleaner, paper, book",image42
what is the colour of the refrigerator,black,image807
what is the object behind the screen,bathtub,image667
what is the colour of the sheet,brown,image530
what is in front of the washing machine,laundry_basket,image405
what is in front of the table,garbage_bin,image876
what is in front of the night stand,bag,image525
what is above the cupboard,decorative_item,image441
what is the object on the counter right of the stove,hot_water_heater,image785
what are the objects on the bed,"pillow, blanket",image1129
what is on the left side of the sink,towel,image838
what is on the bed,"sheets, comforter",image527
what is beneath the table,drawer,image729
what is in front of the window,ornamental_plant,image830
what is the object on the table in the corner,lamp,image1349
how many windows are covered with red screen,3,image39
how many doors are there,2,image681
what is on the left side of the bottle,lamp,image605
what is the object above the shelf frame close to the wall,mirror,image47
how many lamps are there,2,image996
what is on the floor,bottle_of_liquid,image405
what is the object on the floor in front of the room divider,stool,image833
what is the object above the shelves close to the wall,blackboard,image122
what is the object on the table,box,image496
what is behind the ornamental plant,window,image883
what is on the right side of the refrigerator,oven,image889
what is on the washing machine,bottle_of_liquid,image493
what color is the armchair,brown,image444
what is on the left side of the laptop,papers,image83
what are the objects close to the wall above the counter,cabinet,image144
how many dark brown chairs are there around the dark brown table,6,image1408
what color is the towel,pink,image690
what is the colour of the stand,black,image119
what is beneath the table,garbage_bin,image408
what is the object close to the counter in front of the wall,stove,image563
what is the object close to the wall above the stove,microwave,image145
what is on the left side of the container,container,image800
how many pictures are there on the table,2,image389
what is the object on the floor right of the toilet,floor_mat,image506
what is the largest object,sofa,image588
what is the cloth hanging,towel,image652
what is the blue object on the topmost row of the bookshelf close to the basket,hair_dryer,image542
what is in front of the table,chair,image4
how many wall decorations are close to the wall,2,image1352
what is object on the ground close to the counter,trolley,image109
what is in the wooden tv stand,book,image164
what is above the table,lamp,image758
what is the object below the bed on the floor,cabinet,image1153
what is around the table,chair,image760
how many lamps are on the ceiling,3,image797
what is the object on the floor right side of the table,garbage_bin,image613
what is behind the book,printer,image553
what is the green object in front of the whiteboard,plant,image120
what are the objects close to the counter,"faucet, sink",image135
how many objects are there on the drawer,3,image1118
how many laptops are there,1,image376
what is the object close to the wall,framed_certificate,image9
what is beneath the table,drawer,image497
what is the round object on the second right white cabinet,clock,image13
what is suspended from the ceiling,light,image791
what is in front of the black cups,book,image101
